,acc_id,var9_AVG06M,var15,var12
0,6437.0,0.0,False,0.01326897869726334
1,6627.0,0.0,False,0.023023670883863975
2,6996.0,0.0,True,0.009128236086875784
3,7316.0,0.0,True,0.046580934335586965
4,8850.0,0.166666667,False,0.024232304678611576
5,10421.0,0.0,False,0.014644537558021815
6,11393.0,0.16666666666666666,False,0.06967063354701687
7,13303.0,0.0,False,0.019541828400729794
8,13915.0,0.0,False,0.025332019455850747
9,15017.0,0.0,False,0.01868460339703872
10,15211.0,0.0,False,0.017106791331348997
11,18822.0,0.0,False,0.01051388676132385
12,19474.0,0.0,False,0.016781757203335367
13,23570.0,0.0,False,0.016392641379931468
14,27541.0,0.0,False,0.013851640844551137
15,27559.0,0.0,False,0.02760350530940378
16,28259.0,0.0,False,0.03534378420788126
17,28302.0,0.0,False,0.03121594483740289
18,28382.0,0.0,False,0.018223987560080698
19,28416.0,0.0,False,0.01720909098631097
20,29088.0,0.0,False,0.07538673558012768
21,29243.0,0.0,False,0.01686849134375241
22,29520.0,0.0,False,0.05861139875905367
23,29567.0,0.0,False,0.01577759475259903
24,30636.0,0.0,False,0.02687364161170233
25,33450.0,0.0,False,0.014774557666679771
26,35834.0,0.0,False,0.015016454454362642
27,37088.0,0.0,False,0.0225294419785495
28,39210.0,0.0,False,0.0066118715426474245
29,40012.0,0.0,False,0.02635436136273997
30,43427.0,0.0,True,0.014545380661840083
31,46444.0,0.0,False,0.028682327509111802
32,49035.0,0.0,False,0.015698295038029372
33,49398.0,0.0,False,0.021345651096419883
34,53341.0,0.0,False,0.006538456064129083
35,54741.0,0.0,False,0.020351987828616594
36,60029.0,0.0,True,0.006669499783035674
37,66127.0,0.0,False,0.01597212634276594
38,67990.0,0.0,False,0.012175861174273116
39,71812.0,0.0,False,0.01959570450337272
40,73236.0,0.16666666666666666,False,0.0196900796151367
41,75767.0,0.0,False,0.018005925418112318
42,76436.0,0.16666666666666666,True,0.0628959236535629
43,79095.0,0.0,False,0.03756289581753287
44,82282.0,0.0,False,0.023384811524284555
45,83590.0,0.0,True,0.0420254896975072
46,84747.0,0.16666666666666666,False,0.09291410510501578
47,85427.0,0.0,False,0.06355589218565642
48,86871.0,0.0,False,0.01067363371218295
49,89370.0,0.0,True,0.013328938102749967
50,90167.0,0.16666666666666666,False,0.05263155329201475
51,90660.0,0.0,False,0.01051977718184057
52,91186.0,0.0,False,0.010655584257694178
53,94747.0,0.0,False,0.028215350240648675
54,96541.0,0.0,False,0.030596851943414886
55,97907.0,0.0,False,0.013119006347806467
56,99211.0,0.0,False,0.025551654144254192
57,100887.0,0.0,False,0.01149135198259129
58,106178.0,0.0,False,0.010921846674962331
59,108274.0,0.0,False,0.01380263997940593
60,108391.0,0.16666666666666666,False,0.025221865355397798
61,111849.0,0.16666666666666666,False,0.041951574021930935
62,112599.0,0.0,False,0.02151764221690819
63,113125.0,0.0,False,0.01087707334770958
64,122677.0,0.0,False,0.017558413620550748
65,126952.0,0.0,False,0.026153233206483203
66,129797.0,0.16666666666666666,False,0.05827299494646373
67,130162.0,0.0,False,0.01406864931004983
68,131177.0,0.0,False,0.01526622192335725
69,131397.0,0.0,False,0.02237970084300588
70,132784.0,0.0,False,0.021398320166705124
71,138912.0,0.0,False,0.015191987084989532
72,139760.0,0.0,True,0.026996472043376442
73,140595.0,0.0,False,0.01422767067307549
74,140675.0,0.0,False,0.01873893190634882
75,140981.0,0.0,False,0.03301764075738818
76,141083.0,0.16666666666666666,False,0.05774758039642562
77,142705.0,0.0,False,0.02781419292428993
78,143153.0,0.0,False,0.012656710590182335
79,143781.0,0.0,False,0.05186085531791874
80,147211.0,0.0,False,0.017899211786653362
81,148415.0,0.0,False,0.03420417612682229
82,154983.0,0.0,False,0.01578017832469317
83,160716.0,0.0,False,0.021829801961024506
84,164399.0,0.0,False,0.0060629981241590025
85,165945.0,0.0,False,0.012600787217577632
86,170173.0,0.0,False,0.020296012480574593
87,172582.0,0.0,False,0.03475516128267777
88,178102.0,0.0,False,0.05518853300563765
89,182006.0,0.16666666666666666,False,0.026806496203900847
90,182404.0,0.0,False,0.01548006688715636
91,182422.0,0.0,False,0.025108545565271943
92,183007.0,0.0,True,0.014673750757177518
93,183347.0,0.0,False,0.1190184663400911
94,185646.0,0.0,False,0.015151280429208437
95,185829.0,0.0,False,0.014490415049954637
96,186379.0,0.0,False,0.013667071688205776
97,187085.0,0.0,False,0.0486565361067135
98,187928.0,0.0,False,0.16323772629200525
99,189523.0,0.16666666666666666,False,0.04560974975669172
100,192465.0,0.0,True,0.010076219851345998
101,192759.0,0.0,False,0.02187507379388359
102,193259.0,0.0,False,0.01100480692426563
103,194382.0,0.0,False,0.028421883846580353
104,196253.0,0.0,False,0.020724589656979486
105,196374.0,0.16666666666666666,False,0.03136635002709126
106,196378.0,0.16666666666666666,False,0.038648869139861576
107,196758.0,0.0,False,0.009554171512690347
108,196934.0,0.0,False,0.01584771972443899
109,197076.0,0.0,False,0.019121055353564398
110,197610.0,0.0,False,0.04275834996673232
111,198890.0,0.0,False,0.023890339943189693
112,199534.0,0.0,False,0.01419271769335941
113,201093.0,0.0,False,0.006757597066345017
114,201456.0,0.0,False,0.007829526515990996
115,202356.0,0.0,True,0.011589151864633336
116,209505.0,0.0,False,0.017982934157527924
117,209622.0,0.0,False,0.04434248890873293
118,212167.0,0.0,False,0.019906469007321667
119,217125.0,0.0,False,0.011755501376121026
120,218114.0,0.0,False,0.01263053379752151
121,224555.0,0.0,False,0.01691647047749302
122,225858.0,0.16666666666666666,False,0.061025566192260995
123,228910.0,0.0,False,0.01831744791025381
124,232107.0,0.16666666666666666,False,0.027905842876545083
125,232694.0,0.0,False,0.026786406103898156
126,233692.0,0.0,False,0.12814361512754777
127,234024.0,0.0,True,0.058418941199989104
128,234907.0,0.0,False,0.016463245745447795
129,237368.0,0.0,False,0.01203315200196521
130,238543.0,0.16666666666666666,False,0.024195382059768074
131,240081.0,0.0,False,0.030836143559921387
